span,depth,xSectMax,objectClass,shape,mass,diameter,xSectMin,width,mission,vimpelId,cosparId,predDecayDate,cataloguedFragments,satno,height,xSectAvg,firstEpoch,active,name,onOrbitCataloguedFragments,constellationDiscosID
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-125Y,2080-06-20,0,50178,0.1,13.5615,2021-12-23,True,Starlink 3284,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-022M,2058-05-27,0,51863,0.1,13.5615,2022-03-07,True,Starlink 3555,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-022AF,2077-08-13,0,51881,0.1,13.5615,2022-03-07,True,Starlink 3504,0,254
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,260.0,,0.56,2.8,Commercial Communications,,2022-045E,2079-03-09,0,52335,0.2,11.0874666666667,2022-05-04,True,Starlink 3814,0,254
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,260.0,,0.56,2.8,Commercial Communications,,2022-045R,2068-05-20,0,52346,0.2,11.0874666666667,2022-05-04,True,Starlink 3812,0,254
0.9,0.1,0.0281,Payload,Box + 2 Ant,0.284,,0.0095,0.1,Commercial Communications,,2022-047X,2024-05-13,0,52415,0.025,0.0156,2022-05-10,True,SpaceBEE-147,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-052Q,2079-05-15,0,52612,0.1,13.5615,2022-05-20,True,Starlink 4002,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-052AK,2062-05-26,0,52631,0.1,13.5615,2022-05-20,True,Starlink 3794,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-086G,2089-09-22,0,53248,0.1,13.5615,2022-07-28,True,Starlink 4135,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-104BC,2078-07-24,0,53638,0.1,13.5615,2022-09-02,True,Starlink 4594,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-107N,2077-01-02,0,53712,0.1,13.5615,2022-09-12,True,Starlink 4683,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-107AK,2110-04-19,0,53733,0.1,13.5615,2022-09-12,True,Starlink 4574,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-107BB,2025-10-29,0,53749,0.1,13.5615,2022-09-12,True,Starlink 4680,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-111AE,2064-06-02,0,53801,0.1,13.5615,2022-09-19,True,Starlink 4715,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-125B,2062-11-20,0,53965,0.1,13.5615,2022-10-11,True,Starlink 4578,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-125C,2079-04-29,0,53966,0.1,13.5615,2022-10-11,True,Starlink 4635,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-125P,2071-04-08,0,53977,0.1,13.5615,2022-10-11,True,Starlink 5094,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-125W,2111-04-05,0,53984,0.1,13.5615,2022-10-11,True,Starlink 5142,0,254
,,3.09410742062734,Rocket Body,Cyl,250.0,1.2,1.13097335529233,,,,2022-127B,2033-12-06,0,54024,2.4,2.82743338823081,2022-10-07,,Electron second stage (Electron (Curie)),0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-141AA,2072-10-30,0,54181,0.1,13.5615,2022-11-03,True,Starlink 5227,0,254
,,,Other Debris,,,,,,,,2022-151BH,2036-02-27,0,54314,,,2022-11-12,,CZ-6A debris,0,
,,,Other Debris,,,,,,,,2022-151DY,2045-05-10,0,54400,,,2022-11-12,,CZ-6A debris,0,
,,,Other Debris,,,,,,,,2022-151HM,2045-12-18,0,54485,,,2022-11-12,,CZ-6A debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,2022-151LD,2046-06-21,0,54553,,,2022-11-12,,CZ-6A debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,2022-151NZ,2138-01-24,0,54623,,,2022-11-12,,CZ-6A debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,2022-151PF,2055-03-16,0,54629,,,2022-11-12,,CZ-6A debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,2022-151QN,2058-06-05,0,54901,,,2022-11-12,,CZ-6A debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,2022-151QX,2035-10-02,0,54910,,,2022-11-12,,CZ-6A debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,2022-151QY,2045-05-24,0,54911,,,2022-11-12,,CZ-6A debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,2022-151RJ,2053-12-24,0,54921,,,2022-11-12,,CZ-6A debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,2022-151VB,2049-09-10,0,55186,,,2022-11-12,,CZ-6A debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,2022-151ZR,2048-11-07,0,55869,,,2022-11-12,,CZ-6A debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,2022-151AAA,2041-10-08,0,55878,,,2022-11-12,,CZ-6A debris,0,
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-046AC,2230-03-14,0,56119,0.2,11.0874666666667,2023-04-03,True,Starlink 6091,0,255
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,300.0,,0.56,2.8,Commercial Communications,,2023-058AF,2093-03-11,0,56346,0.2,11.0874666666667,2023-05-03,True,Starlink 5837,0,253
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-061L,2111-03-29,0,56384,0.2,11.0874666666667,2023-05-11,True,Starlink 6153,0,255
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-061R,2076-07-12,0,56389,0.2,11.0874666666667,2023-05-11,True,Starlink 6145,0,255
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-061AS,2135-03-17,0,56414,0.2,11.0874666666667,2023-05-11,True,Starlink 5136,0,255
,,,Rocket Fragmentation Debris,,,,,,,,2022-151AFM,2057-02-20,0,56637,,,2022-11-12,,CZ-6A debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,2022-151AGP,2024-03-25,0,56663,,,2022-11-12,,CZ-6A debris,0,
,,,Payload Debris,,,,,,,,1974-025J,2158-08-15,0,57543,,,2023-08-08,,Meteor 1-17 debris,0,
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-134C,2057-01-31,0,57773,0.3,33.8838666666667,2023-09-08,True,Starlink 30383,0,256
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-156V,2056-07-07,0,58047,0.3,33.8838666666667,2023-10-16,True,Starlink 30529,0,
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-156W,2078-10-24,0,58048,0.3,33.8838666666667,2023-10-16,True,Starlink 30554,0,257
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-170H,2098-07-24,0,58213,0.3,33.8838666666667,2023-11-09,True,Starlink 30813,0,256
,,,Payload Fragmentation Debris,,,,,,,,1968-097CF,2057-07-10,0,4421,,,1968-11-01,,Cosmos-252 fragmentation debris,0,
3.8,,11.2161926307438,Rocket Body,Cyl,1427.16,2.6,5.30929158456675,,,,1972-022B,2322-12-19,0,5918,3.8,10.4143796466502,1972-03-30,,Vostok 8A92M-2 (Vostok SL-3 (A-1)),0,
,,,Rocket Fragmentation Debris,,,,,,,,1973-086CL,2957-05-20,0,7092,,,1973-12-28,,Delta 300 fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1974-089BJ,2087-11-10,0,8301,,,1975-08-20,,Delta 2310 debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1976-067M,3856-10-21,0,10436,,,1977-09-29,,Cosmos-839 fragmentation debris,0,
3.8,,11.2161926307438,Rocket Body,Cyl,1427.16,2.6,5.30929158456675,,,,1980-073B,2292-11-12,0,11963,3.8,10.4143796466502,1980-09-09,,Vostok 8A92M-2 (Vostok SL-3 (A-1)),0,
6.57,,16.4041286170921,Rocket Body,Cyl,1421.21,2.4,4.5238934211693,,,,1983-103B,2158-04-15,0,14402,6.57,14.6461049510356,1983-10-12,,Cosmos 3 second stage (S3) (Cosmos 3M (11K65M)),0,
2.7,,7.90291159548801,Rocket Body,Cyl,1387.51,2.4,4.5238934211693,,,,1985-013B,3483-07-08,0,15517,2.7,7.35132680940012,1985-02-06,,Tsyklon-3-3 (Tsyklon SL-14 (F-2)),0,
,,,Rocket Mission Related Object,,,,,,,,1985-066E,2098-03-29,0,15951,,,1985-08-03,,Polar BEAR operational debris (despin weight),0,
,,,Payload Fragmentation Debris,,,,,,,,1987-020AF,6552-12-12,0,18754,,,1987-12-17,,Cosmos-1823 fragmentation debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1987-020CD,2156-05-28,0,19562,,,1987-12-17,,Cosmos-1823 fragmentation debris,0,
1.6,,1.37515885361215,Payload,Cyl,222.99,0.8,0.502654824574367,,Defense Communications,,1989-009A,9999-12-31,0,19785,1.6,1.25663706143592,1989-02-10,,Cosmos-1994,0,
,,,Rocket Fragmentation Debris,,,,,,,,1992-093HD,2026-04-22,0,22543,,,1992-12-26,,Zenit-2 fragmentation debris,0,
1.6,,1.37515885361215,Payload,Cyl,222.99,0.8,0.502654824574367,,Defense Communications,,1993-030E,9999-12-31,0,22650,1.6,1.25663706143592,1993-05-11,,Cosmos-2249,0,
2.7,,7.90291159548801,Rocket Body,Cyl,1387.51,2.4,4.5238934211693,,,,1997-006G,9999-12-31,0,24731,2.7,7.35132680940012,1997-02-14,,Tsyklon-3-3 (Tsyklon SL-14 (F-2)),0,
2.5,,3.8235705847678,Rocket Body,Cyl,300.0,1.4,1.539380400259,,,,2001-007B,2035-01-03,7,26703,2.5,3.51858377202057,2001-02-20,,Start-4 (Start 1 SL-18),0,
,,,Rocket Fragmentation Debris,,,,,,,,2001-049NQ,2038-03-10,0,27653,,,2001-12-19,,PSLV fragmentation debris,0,
,,,Rocket Debris,,,,,,,,2002-054E,2036-04-23,0,27769,,,2002-11-28,,Cosmos-3M debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1999-057NA,2044-03-20,0,28070,,,2000-03-11,,CZ-4B third stage (L-14B) fragmentation debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025FX,2069-09-26,0,29877,,,2007-01-11,,Fengyun 1C debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025QE,2636-04-30,0,30077,,,2007-01-11,,Fengyun 1C debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025WU,2103-11-11,0,30235,,,2007-01-11,,Fengyun 1C debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025AAR,2169-12-14,0,30330,,,2007-01-11,,Fengyun 1C debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025AHL,2036-03-29,0,30498,,,2007-01-11,,Fengyun 1C debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025BRN,2026-10-13,0,31358,,,2007-01-11,,Fengyun 1C debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025BSQ,2057-06-29,0,31384,,,2007-01-11,,Fengyun 1C debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025CNZ,2135-01-16,0,31972,,,2007-01-11,,Fengyun 1C debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1999-025CYK,2176-09-13,0,32342,,,2007-01-11,,Fengyun 1C debris,0,
1.5,1.5,4.684,Payload,Box + 1 Ant,115.0,,0.6214,0.6,Commercial Communications,,2008-031E,2045-07-15,0,33064,1.4,2.946722,2008-06-19,,Orbcomm FM37,0,258
,,,Payload Fragmentation Debris,,,,,,,,1993-036AJ,2050-07-18,0,33793,,,2009-02-10,,Cosmos-2251 fragmentation debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1965-027EU,3088-11-27,0,38439,,,1979-11-01,,Snapshot fragmentation debris,0,
1.5,0.2,0.0692820323027551,Payload,Box + 1 Sail,7.1,,0.04,0.2,Amateur Technology,,2014-029E,2024-09-09,0,39770,0.2,0.06,2014-05-24,True,SPROUT,0,
,,,Rocket Fragmentation Debris,,,,,,,,1994-029AFP,2024-10-10,0,39916,,,1996-06-03,,Pegasus fourth stage (HAPS) fragmentation debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1995-015CF,2035-04-01,0,40492,,,2015-02-03,,DMSP F-13 debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1995-015FK,2034-10-25,0,40612,,,2015-02-03,,DMSP F-13 debris,0,
,,,Payload Fragmentation Debris,,,,,,,,2000-055BY,2031-03-27,0,41141,,,2015-11-25,,NOAA 16 fragmentation debris,0,
,,,Payload Fragmentation Debris,,,,,,,,2000-055NU,2037-02-16,0,41655,,,2015-11-25,,NOAA 16 fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1970-025SN,2062-04-02,0,42532,,,1970-10-17,,Agena D debris,0,
0.2,0.1,0.03,Payload,Box,5.0,,0.01,0.1,Defense Technology,,2018-011A,2043-05-04,0,43169,0.2,0.025,2018-01-25,True,Weina 1A weixing,0,
,,,Rocket Mission Related Object,,,,,,,,2018-081D,2169-07-20,0,43660,,,2018-10-27,,CZ-4B operational debris (sep motor cover),0,
9.4,1.5,21.3256,Payload,Trap Box + 2 Pan,860.0,,1.8988,1.5,Commercial Communications,,2019-002G,2267-02-24,0,43928,3.1,14.4232716911764,2019-01-11,True,Iridium Next SV175,0,6
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2019-074N,2088-02-25,0,44725,0.1,13.5615,2019-11-14,True,Starlink 1020,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2019-074Y,2075-11-16,0,44735,0.1,13.5615,2019-11-14,True,Starlink 1030,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2019-074AX,2041-02-02,0,44758,0.1,13.5615,2019-11-14,True,Starlink 1053,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-006AQ,2024-04-23,0,45082,0.1,13.5615,2020-02-08,True,Starlink 1160,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-006AY,2052-02-09,0,45090,0.1,13.5615,2020-02-08,True,Starlink 1176,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-012AX,2050-10-17,0,45223,0.1,13.5615,2020-02-24,True,Starlink 1212,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-057AQ,2045-12-23,0,46155,0.1,13.5615,2020-08-25,True,Starlink 1667,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2020-088X,2067-04-06,0,47143,0.1,13.5615,2020-12-01,True,Starlink 1856,0,251
,,,Payload Mission Related Object,,,,,,,,2015-029C,2036-06-10,0,47212,,,2020-11-30,,Cosmos-2506 operational debris,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-005AW,2058-03-04,0,47393,0.1,13.5615,2021-01-25,True,Starlink 2114,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-009Z,2048-09-01,0,47571,0.1,13.5615,2021-02-11,True,Starlink 1970,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-009AE,2055-03-28,0,47576,0.1,13.5615,2021-02-11,True,Starlink 1978,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-017BE,2068-12-12,0,47774,0.1,13.5615,2021-03-11,True,Starlink 2197,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-017BM,2082-08-15,0,47781,0.1,13.5615,2021-03-11,True,Starlink 2223,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-018V,2046-04-14,0,47806,0.1,13.5615,2021-03-17,True,Starlink 2387,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-018AJ,2052-11-21,0,47819,0.1,13.5615,2021-03-17,True,Starlink 2402,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-021P,2058-03-17,0,47873,0.1,13.5615,2021-03-22,True,Starlink 2329,0,251
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-021BJ,2057-03-27,0,47916,0.1,13.5615,2021-03-22,True,Starlink 2378,0,251
0.2,0.1,0.03,Payload,Box,2.0,,0.01,0.1,Commercial Science,,2021-022AA,2025-09-27,0,47956,0.2,0.025,2021-03-24,True,ChallengeOne,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-024AP,2068-08-05,0,48014,0.1,13.5615,2021-03-30,True,Starlink 2283,0,251
0.1,0.1,0.0173205080756888,Payload,Box,1.0,,0.01,0.1,Amateur Imaging,,2021-022AK,2024-10-28,0,48041,0.1,0.015,2021-04-01,True,BCCSAT-1,0,
1.0,0.5,0.633235078264092,Payload,Box + 2 Pan,500.0,,0.25,0.5,Defense Sigint,,2021-055B,2039-03-04,0,48861,0.5,0.446,2021-06-18,True,Yaogan Weixing 30-09-02,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-104D,2080-07-19,0,49411,0.1,13.5615,2021-11-17,True,Starlink 3162,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-104Z,2070-12-22,0,49431,0.1,13.5615,2021-11-17,True,Starlink 3153,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-104BE,2124-05-17,0,49460,0.1,13.5615,2021-11-17,True,Starlink 3140,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2021-125AM,2066-11-12,0,50191,0.1,13.5615,2021-12-23,True,Starlink 3273,0,254
5.0,1.0,4.77108631365546,Payload,Trap Box + 2 Pan,148.0,,0.696419413859206,1.0,Commercial Communications,,2022-012M,4202-06-09,0,51633,1.3,2.03175274719254,2022-02-14,True,Oneweb 0436,0,7
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-022K,2083-11-22,0,51861,0.1,13.5615,2022-03-07,True,Starlink 3562,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-052F,2078-03-03,0,52603,0.1,13.5615,2022-05-20,True,Starlink 4016,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-052AF,2089-10-08,0,52627,0.1,13.5615,2022-05-20,True,Starlink 3992,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-052AX,2075-09-09,0,52643,0.1,13.5615,2022-05-20,True,Starlink 3963,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-052BB,2072-12-28,0,52647,0.1,13.5615,2022-05-20,True,Starlink 3846,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-062BE,2084-12-05,0,52882,0.1,13.5615,2022-06-22,True,Starlink 4181,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-077C,2151-06-07,0,53045,0.1,13.5615,2022-07-15,True,Starlink 4350,0,253
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-077AW,2079-01-10,0,53087,0.1,13.5615,2022-07-15,True,Starlink 4329,0,253
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-107E,2078-07-17,0,53704,0.1,13.5615,2022-09-12,True,Starlink 4714,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-107V,2080-08-02,0,53719,0.1,13.5615,2022-09-12,True,Starlink 4644,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-107BC,2070-11-05,0,53750,0.1,13.5615,2022-09-12,True,Starlink 4612,0,254
2.0,0.5,1.35024078501881,Payload,Box + 2 Pan,97.0,,0.25,0.5,Commercial Nav/Com,,2022-108B,2056-04-03,0,53758,1.0,0.832666666666667,2022-09-06,True,Xiangrikui 4,0,
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-114AV,2036-12-11,0,53861,0.1,13.5615,2022-09-23,True,Starlink 4781,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-114BA,2056-10-12,0,53866,0.1,13.5615,2022-09-23,True,Starlink 4762,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-125A,2096-10-08,0,53964,0.1,13.5615,2022-10-11,True,Starlink 4633,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-125Z,2085-11-14,0,53987,0.1,13.5615,2022-10-11,True,Starlink 5112,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-141V,2050-05-01,0,54176,0.1,13.5615,2022-11-03,True,Starlink 5154,0,254
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2022-141AG,2094-08-27,0,54187,0.1,13.5615,2022-11-03,True,Starlink 5240,0,254
,,,Other Debris,,,,,,,,2022-151FU,2056-05-31,0,54444,,,2022-11-12,,CZ-6A debris,0,
,,,Other Debris,,,,,,,,2022-151HJ,2048-04-26,0,54482,,,2022-11-12,,CZ-6A debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,2022-151KT,2049-02-07,0,54543,,,2022-11-12,,CZ-6A debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,2022-151LR,2050-03-08,0,54565,,,2022-11-12,,CZ-6A debris,0,
5.0,1.0,4.77108631365546,Payload,Trap Box + 2 Pan,148.0,,0.696419413859206,1.0,Commercial Communications,,2023-004M,4198-11-21,0,55151,1.3,2.03175274719254,2023-01-10,True,Oneweb 0572,0,7
8.86,1.5,23.657,Payload,Box + 1 Pan,260.0,,0.2311,3.7,Commercial Communications,,2023-015AU,2082-12-08,0,55491,0.1,13.5615,2023-02-10,True,Starlink 5364,0,255
,,,Rocket Fragmentation Debris,,,,,,,,2022-151ZJ,2128-03-23,0,55862,,,2022-11-12,,CZ-6A debris,0,
3.5,0.3,0.951063097925127,Payload,Box + 1 Pan + 1 Dish + 1 Rod,112.0,,0.09,0.3,Commercial Radar Imaging,,2023-035B,2025-08-21,0,55909,0.5,0.4458,2023-03-17,True,Capella 10,0,12
3.0,,4.11968276334744,Payload,Cyl + 2 Pan,520.0,1.3,1.32732289614169,,Defense Imaging,,2023-045A,2026-03-06,0,56091,3.0,3.72671428532089,2023-03-29,True,Cosmos-2568,0,
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-061J,2080-07-04,0,56382,0.2,11.0874666666667,2023-05-11,True,Starlink 6160,0,255
9.0,2.8,27.5921076312379,Payload,Box + 1 Pan,305.0,,0.56,2.8,Commercial Communications,,2023-090BH,2079-11-21,0,57156,0.2,11.0874666666667,2023-07-02,True,Starlink 6137,0,255
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-134S,2065-01-31,0,57787,0.3,33.8838666666667,2023-09-08,True,Starlink 30378,0,256
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-156L,2032-08-30,0,58038,0.3,33.8838666666667,2023-10-16,True,Starlink 30560,0,
29.0,2.7,92.8399436945112,Payload,Box + 2 Pan,750.0,,0.81,4.1,Commercial Communications,,2023-171K,2066-02-18,0,58239,0.3,33.8838666666667,2023-11-14,True,Starlink 30847,0,256
3.5,,,Rocket Mission Related Object,Cyl + 1 Cable,1.0,,,,,,1965-051D,2176-10-30,0,1529,,,1965-07-02,,Delta C operational debris (despin weight),0,
,,,Payload Debris,,,,,,,,1964-083H,2072-01-27,0,1608,,,1964-12-13,,NNS O-2 debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1969-082EK,2036-10-26,0,4438,,,1969-10-04,,Agena D debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1970-089D,2069-12-31,0,4617,,,1970-10-23,,Cosmos-374 fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1970-025CJ,2027-04-27,0,4735,,,1970-10-17,,Agena D debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1970-025HC,2305-01-16,0,4982,,,1970-10-17,,Agena D debris,0,
,,,Payload Fragmentation Debris,,,,,,,,1971-015BF,2086-11-24,0,5280,,,1971-02-25,,Cosmos-397 fragmentation debris,0,
,,,Rocket Fragmentation Debris,,,,,,,,1977-065AB,2303-11-13,0,10198,,,1977-07-14,,Delta 2914 fragmentation debris,0,
6.39,,9.07747806478768,Rocket Body,Cyl + 1 Nozzle,346.88,1.4,1.539380400259,,,,1979-101B,2389-01-24,0,11636,6.39,7.79586216988307,1979-12-07,,DELTA P (Delta 3914),0,
,,,Payload Mission Related Object,,,,,,,,1978-019D,2024-02-01,0,14803,,,1978-02-17,,Cosmos-990 operational debris (yo-yo weights),0,
2.7,,7.90291159548801,Rocket Body,Cyl,1387.51,2.4,4.5238934211693,,,,1986-034B,2065-12-23,0,16720,2.7,7.35132680940012,1986-05-15,,Tsyklon-3-3 (Tsyklon SL-14 (F-2)),0,
2.7,,7.90291159548801,Rocket Body,Cyl,1387.51,2.4,4.5238934211693,,,,1987-038B,2076-08-16,0,17912,2.7,7.35132680940012,1987-04-27,,Tsyklon-3-3 (Tsyklon SL-14 (F-2)),0,
,,,Payload Fragmentation Debris,,,,,,,,1981-053MA,2134-04-10,0,18640,,,1981-07-24,,Cosmos-1275 fragmentation debris,0,
